"","clean_tweet","Subjectivity","polarity","Analysis"
"6204","2016 cr7 juara euro duluan lalu unl 2018 baru abis messi juara copa america gelar harus tahun sekali jadi tahun sekali biar messi juara trs copa finalissima akhir gelar 93 diadain tahun 2022 puncak settingan pildun qatar congrats","0","0","Neutral"
"6205","telat ngantor karna nonton pildun skwk","0","0","Neutral"
"6206","goal ni bos total 12 goal dri pildun 2018 tambah goal langsung jadi top goal pildun","0.625","0.25","Positive"
"6207","pildun bisa gasih ulang biar pas kelar gabjes udh balik","0","0","Neutral"
"6208","kalau ada temen kalian hari lemes emosi gk semangat sama sekali hibur karna dukung prancis pens bang do gk rela liat messi juara pildun","0","0","Neutral"
"6209","boro2 nonton pildun mati lampu batere hp abis antem sama nyamuk raket abis batre allah baru kasih mati listrik bentar aja ngeluh orang kena bencana rumah ancur","0","0","Neutral"
"6210","mayat keren bisa nntn pildun","0","0","Neutral"
"6211","paling bangga arab saudi satu satu nya tim kalah tim juara pildun season","0","0","Neutral"
"6212","bakal gak banding negara susah lolos euro pildun","0","0","Neutral"
"6213","td malam nonton pildun baru menit mngantuk skali turu wae bbrapan kali nyoba nonton brakhir ngantuk gitu agak nyesel ga ngikutin euphoria pildun taun tp yaudahlah","0","0","Neutral"
"6214","next pildun mau masang tp dh gaada messi anj","0","0","Neutral"
"6215","pildun usai skrg tonton nya aff dulu","0","0","Neutral"
"6216","pertama nonton pildun th 1994 sampe skrg 2022 pildun 2022 the best penuh kejut dr babak sisih sampe partai final enak tonton cos final2 pildun belum bosan","0.65","0.5","Positive"
"6217","aku final pildun paling rame pernah tonton congratulations arg entertainment value go brrrrrrr worldcup","1","0","Neutral"
"6218","hubung ohm fanmeet bareng sama ayang eh nanon maksud taipei perth nobar pildun entah sama siapa harus ngajak chimon gak malah bikin one twit au sama pond","0","0","Neutral"
"6219","dah kelar pildun fokul epl aja bahas nya atas","0","0","Neutral"
"6220","emang main argentina main dulu serie biar bisa dapet pildun serie kelas","0.33333333333333","0.16666666666667","Positive"
"6221","mbappe 2026 juara pildun otw nyusul situ mudah2an kgk cedera ga makan sombong nya sendiri dah tu anak","0","0","Neutral"
"6222","pas pildun jujur gak megang siapa2 semalem gitu wkwkwk cuman nikmat main aja","0.33333333333333","0.16666666666667","Positive"
"6223","ih siang bgt bangun gegara habis nonton pildun","0","0","Neutral"
"6224","jadi pildun pildun gimana biar bisa jadi topik ngobrol ama kamu","0","0","Neutral"
"6225","gak ada tidur malam garagara pildun mana kerja pagi","0","0","Neutral"
"6226","ken liat messi vs ronaldo final pildun nyata malah liat messi vs fans ronaldo","1","0","Neutral"
"6227","ni anak sibuk bukan rehat nonton pildun","0","0","Neutral"
"6228","jelas kapan nonton final pildun asa naik rollercoaster neng tegang panik neng panik bahkan ngecek bpm nyampe angka 132","1","0","Neutral"
"6229","semalem nonton pildun 10menit sisany molor aih","0","0","Neutral"
"6230","dr bocil nonton pildun milih argentina gara2 seragam bagusss umur 20 tahun lbh baru bisa liat juara","0","0","Neutral"
"6231","ni tidak orang suka fans messi lupa kalau messi messi emang udah baik perlu ingat pahlawan menang segenap benar pildun 2022 utama final jangan messa messi fans messi ronaldo dua","1","0","Neutral"
"6232","haha gak telat nyata bener dosen ku telat begadang nobar pildun","0.3","0.2","Positive"
"6233","mfff ak ngantuk jd nonton pildun","0","0","Neutral"
"6234","apakh cmn tdk ntn pildun","0","0","Neutral"
"6235","sumpah tmnku ajak kerkom kayak tdur dgn alesan pildun jg nonton dodol tp tanggung jawab","0","0","Neutral"
"6236","wkwkw next pildun udah gada messi cr7 neymar suarez blum ga muncul talent baru mbappe aja ptama juara dunia umur 19","0","0","Neutral"
"6237","asli lega bgt sattt kek hidup dn mati final pildun","1","0","Neutral"
"6238","kantor rame ngomongin pildun","0","0","Neutral"
"6239","si yakin 1001 smuanya udh setting pssi biar nama iwan bule naik dgn faktor messi menang pildun","0","0","Neutral"
"6240","busettt tl isi pildun semua wowowow","0","0","Neutral"
"6241","lama selalu yakin dua imbang gak usah didebatin susah buat bilang lebih jago messi lebih jago ronaldo semua jadi tahun 2022 bukan cuma menang pildun akhir messi bukti lebih baik ronaldo","0","0","Neutral"
"6242","keren pildun tahun the jung kookie the marroco mbappe bisa hatrick gitu the qattar itself vamos messi happy retirement messsss","1","0.8","Positive"
"6243","kurang kalo tambah bisa juara pildun sama negara","0","0","Neutral"
"6244","anjim angin malem pildun resah ancol","0","0","Neutral"
"6245","fixs hari mulai bisa tdr awal2 lgi gr2 pildun tdrku beranta mata pandaku lihat banget coy susah jdi anggur ngatur jam tdr","0","0","Neutral"
"6246","argentina perancis juara tetap kamu kookie makasih udah nyiptain nyanyiin ost pildun tahun","0","0","Neutral"
"6247","gakuat kamu nonton pildun ga semalem","0","0","Neutral"
"6248","gara gara tetangga nobar pildun semalem brisik bgtt","0","0","Neutral"
"6249","tulis lauhul mahfuz indonesia jd juara pildun ketik jadi","0","0","Neutral"
"6250","kok agak senin kali yaa jalan biasa ramai hari kok sepi bgt mungkin krna kalah francis krna menang argentina pildun 2022","0","0","Neutral"
"6251","seru bgt story pd kompak bgt sm pildun","0","0","Neutral"
"6252","umur 23 tahun pildun ikut udah gak ada lawan berat bisa manggul negara","0","0","Neutral"
"6253","keren pildun skrg tiap tanding ada ngaji","0","0","Neutral"
"6254","thn lg pildun arti ntr nntn nya da bareng suami","0","0","Neutral"
"6255","pildun belum udh jadi gapapa","0","0","Neutral"
"6256","congrats champ bukan fans sepak bola main kenal kenal nonton final pildun pas final akhir babak terus tidur pagi pas lihat euforia ikut neng dongg selamat argentina","0.77777777777778","0.055555555555556","Positive"
"6257","bukan warga negara argentina bukan fanatik ngefans messi liat messi angkat piala pildun ngerasa lega neng bangett saat pensiun tenang leo goat leo messi","0","0","Neutral"
"6258","gabisa bgt yaallah sm meme2 pildun brengsek bgt","0","0","Neutral"
"6259","mampir sebentar have safe flight kak take care selamat libur enjoy yaaa eh selamat buat favnya menang pildun neng bgt yaaa","0.5","0.45","Positive"
"6260","fans dodo pildun dodo tetap goat before 2021 kok goat ngga ada piala international makan liga eropa kaleng","0","0","Neutral"
"6261","gila nntn pildun kali ni bner puas wkwkwk 90 30 tambah penalti","0","0","Neutral"
"6262","nonton final pildun jam 19 15 wib dah tidur sampe pagi","1","0","Neutral"
"6263","orang2 antusias nonton pildun mah ga kuat nungguinnya ngantuk poll tau nya langsung aja siapa menang hahaha","0.4","0.2","Positive"
"6264","kok org org nonton pildun si","0","0","Neutral"
"6265","story orang semua media sosial pildun gapapa nama euforia seru seru kok ngeliatnya","0","0","Neutral"
"6266","wakil brighton hove albion menang pildun","0","0","Neutral"
"6267","oalaah cape kaya kaa baru balik nobar pildun jam mungkin tadi mau bales pas sampe rumah lupa moga cepet dibales yaa","0","0","Neutral"
"6268","pildun kali gak nonton sama sekali","0","0","Neutral"
"6269","jadi apa manfaat nyata dapat hasil nonton sepak bola alhamdulillah awal akhir tak pernah nonton pildun moga allah ikan istiqomah manfaat","0","0","Neutral"
"6270","ajar bisa petik pildun tahun belum jangan pegang tim sy dukung fix kalah wkwkwk alas ndak mau koar koar yah karna sy tau ujung nya kalah","1","-0.4","Negative"
"6271","hhhh nama jalan takdir paling gak udh pernah ngrasain jadi juara pildun ada sempat lanjut","0","0","Neutral"
"6272","hahahaha asli bau banget pildun","0.5","0.2","Positive"
"6273","gpp mbappe muda bisa ikut pildun minimal 2x coba tahun 2026","0.6","-0.1","Negative"
"6274","pagi2 ngebaca komen tikktik komen kirain menang pildun persib","0","0","Neutral"
"6275","gangikutin pildun tpi lucu bgt abis nobar kek nya","0","0","Neutral"
"6276","gapapa rasa euforia pildun partisipasi tonton tonton","0","0","Neutral"
"6277","ga ngikutin pildun soal cuma tau messi ama mbape bosenan orang wkwkwk mending turu","0","0","Neutral"
"6278","juara pildun versi mah agst","0","0","Neutral"
"6279","aaaaa chenle sehat final pildun 2014 asa nyeseknya","1","0","Neutral"
"6280","2x final pildun usia 23 nyetak goal dua final","1","0","Neutral"
"6281","lekat ingat pildun waka waka bagaimana argentina porakporandakan sisih neng banget akhir jd juara tahun","0","0","Neutral"
"6282","pildun kata udh ga hype kurang promosi tau nya jdi seru bgt banyak plot twist paling inget jerman tutup mulut ma jepang","0","0","Neutral"
"6283","pagi 90 story following instagram penuh pildun","0.1","0","Neutral"
"6284","oyyy cuma mau ngingetin senin harga enzo fernandez naik juara pildun best young player","0.35","0.55","Positive"
"6285","ga ngerti pildun but this one","0","0","Neutral"
"6286","iya walaupun messi ga juara pildun ttp the real goat","0.3","0.2","Positive"
"6287","awal caretaker jorge sampaoli scaloni bawa argentina juara copa america finalissima sekarang pildun 2022 scaloni masterclass","0","0","Neutral"
"6288","rang orang nonton pildun 2022 meanwhile nonton prediksi dojun pildun 2002 kkkk","0","0","Neutral"
"6289","pagi dengar temen2 kantor ngomongn final pildun semalem","1","0","Neutral"
"6290","pildun depan inggris juara bang umur saka rashford jude ama maguire mateng2nya","0","0","Neutral"
"6291","selamat pagi duniaa bom tidur saat berangkat kampus pildun","0","0","Neutral"
"6292","ngikutin pildun jadi ikut begadang malam tetangga kos rame banget nonton pildun jadi sulit tidur kalau kamu sendiri gimana","0","0","Neutral"
"6293","good morning denger denger argentina menang pildun selamat dukung argentina","0.6","0.7","Positive"
"6294","emg dh ngmngin pildun lebih penting telattt aliass lu cepet lari kekk bentar lg gerbang tutup anjr","0","0","Neutral"
"6295","inti final pildun adl mbappe vs argentina","1","0","Neutral"
"6296","anak svt kok gada apdet final pildun yh","1","0","Neutral"
"6297","mending jujur gaktau drpd soksok suka pdhl baru tau krn pildun","0","0","Neutral"
"6298","lautaro udah copa finalisima sama kualifikasi pildun sekarang gilir alvares on","0","0","Neutral"
"6299","kelar begadang full senyum pas messi akhir angkat trofi pildun baru sadar kalo bbrp jam kemudian rutinitas hari senin mulai minus krucil sekolah rasa ken nyemplung hari sabtu","0.325","0.125","Positive"
"6300","jiah siang gara gara pildun","0","0","Neutral"
"6301","dodo dpt pildun jg","0","0","Neutral"
"6302","konteks nya ga jelas gimana masa cuma gara gara send menfess pas jam jam pildun kira nangisin pildun","0","0","Neutral"
"6303","duh pildun lila keneh","0.6","-0.3","Negative"
"6304","abis final pildun soal","1","0","Neutral"
"6305","disaaat orang2 neng sama vibes final pildun ngurusin org gatau siapa bisa2nya ngarang cerita ngancurin hubung udh bangun lama","1","0","Neutral"
"6306","gak ngikutin pildun samsek nama menang woe bawa hoki siap2 tagih traktir sama bocah2 inimah","0","0","Neutral"
"6307","raja pramb kapan masuk pildun","0","0","Neutral"
"6308","telor zaman megalithikum pildun 2022 selesai kagak pernah ubah tabiat makan karma ketikan2 jahanam kalian","0","0","Neutral"
"6309","bt bgt sumpah pagi pagi chat semalem doi read doang pdhl udah nemenin nobar pildun","0","0","Neutral"
"6310","kalah pildun kali kagum pelangi pro cr as the goat perancis tetap juara","0","0","Neutral"
"6311","nonton pildun emang lebih asyik kalo rame2 indihome usee tv pake app vidio suka ma lagu2 tutup bikin semangat","0","0","Neutral"
"6312","kira pildun singkat dr pilih dunia nyata piala dunia","0","0","Neutral"
"6313","kira argentina tu udh biasa menang pildun soal messi siapa gatau messi nyata baru kali messi pildun pantesan haru biru gitu congrats si","0","0","Neutral"
"6314","banyak menang taruh pildun","0","0","Neutral"
"6315","pas semalem stop nonton keinget dulu argentina vs germany final pildun nyeseknya pooooool alhamdulillah emang taun rejekinya argentina akhirnyaaaaa","1","0","Neutral"
"6316","udah selesai aja pildun chuy","0","0","Neutral"
"6317","hiseng ga sempet nonton pildun deadline tugas uts lebih penting","0","0","Neutral"
"6318","nyampe kantor sepi gegara pildun harus libur aja hari","0","0","Neutral"
"6319","argentina juara pildun berkat doa ibu main akhir messi","0.33333333333333","0.16666666666667","Positive"
"6320","full senyum messi dapet trophy pildun","0.55","0.35","Positive"
"6321","babi tidur nonton pildun wrwrwr tp neng krn sdh tebak argentina menang","0","0","Neutral"
"6322","huuuu tidur nonton pildun wkwkw","0","0","Neutral"
"6323","bikin igstory iseng pas nonton pildun kaya udah hapus nyata tidur baru inget","0","0","Neutral"
"6324","gabisa boong prancis bener bener ngasih lawan layak mantan juara dunia banget sihh rispek buat raul los mbappe gilaa banget umur 23 jadi manusia cetak hattrick final pildun ajg","1","0","Neutral"
"6325","gak sia sia konvoi hari pertama pildun ruar biasa","0","0","Neutral"
"6326","habis sang tuan muda minta pecat bikin prancis kalah pildun","0","0","Neutral"
"6327","kocak banget kadang kadang ente ye banyak bahas pildun semua kira pildun wkakakaka lu siape nge normalize orang orang bisa ngira football when in facts konteks nya aja kagak ada nyambungnya sama football","0","0","Neutral"
"6328","semuanye dikaitin ama pildun sabar sender emang orang orang aneh","0","0","Neutral"
"6329","hukum lari keliling lapang pildun 10 kali","0","0","Neutral"
"6330","ciee hari cair karna pildun","0","0","Neutral"
"6331","mbappe umur 23 ngegolin final pildun umur 23 makan indomi bungkus duduk depan laptop grinding game jam 10 malem jam subuh","0.7","-0.2","Negative"
"6332","dips pildun kalian taruh apa berapa aja xixixi","0","0","Neutral"
"6333","congrat messi bisa pensiun nyaman 2026 pildun milik france selo","0","0","Neutral"
"6334","bocil sok sok an nonton pildun lmao","1","0.6","Positive"
"6335","nyenyak bgt tidur gweh didongengin suporter pildun bangun bangun udah pagi aje","0","0","Neutral"
"6336","momen momen tarik argentina vs prancis final piala dunia 2022 triple nutmeg maria messi kecup trofi pildun","1","0","Neutral"
"6337","mbape dh pernah juara dunia tgl ucl ma piala eropa usia muda 2x final pildun era modern sgt wow bgt","0.76666666666667","0.1","Positive"
"6338","adu penalti final piala dunia akhir kali final pildun 2006 prancis vs italia italia menang hahahahaha bravo bravo argentina selamat messi","0.86666666666667","0.066666666666667","Positive"
"6339","sakit sempet2 nya begadang nonton pildun emg si rini","0","0","Neutral"
"6340","literally snapgram isi final pildun semua","1","0","Neutral"
"6341","ga peduli pildun cm peduli kai luci bngt mau mmpi main bola wkwkw","0.33333333333333","0.16666666666667","Positive"
"6342","kylian mbappe jgn sedih km hebat hasil dapat sepatu emas sbgai cetak gol banyak panjang turnamen piala dunia 2022 hebat main satu hampir angkat trofi pildun ke2 kali","0.33333333333333","0.16666666666667","Positive"
"6343","sama croatia aja capai pildun portugal kalah wkwkwk padahal squad bagus portugal mana","0","0","Neutral"
"6344","musim pildun pak toleransi dikit napa rangorang jg butuh hibur kelez","0","0","Neutral"
"6345","hasil kalah jerman pildun 2002 final negara benua amerika eropa sama kaya piala dunia 2022 sekarang final negara benua eropa benua amerika tuan rumah sama negara asia qatar","1","0","Neutral"
"6346","nih nonton pildun lucu2 bgt dah","0","0","Neutral"
"6347","krna mmg fakta ny gtu portugal bkn tim juara bhkn msuk semifinal pildun aj pernah cmiiw argen udh tim juara dr dlu","0","0","Neutral"
"6348","tahun depan mau bikin pildun sendiri jamin bandung menang","0","0","Neutral"
"6349","org rumah semua turu grgr nntn pildun gweh udh deket kantor smgt juang senin","0","0","Neutral"
"6350","makanya jgn sok sok an taruh pildun segala kalah taruh lo cari pinjeman org org nyusahin kira org gd butuh kli","0","0","Neutral"
"6351","ihh yedam ni bgt nonton final pildun sblm final update story wv lg mau nobar pildun bareng hyunsuk timnnya hyunsuk ga masuk final trs pas argentina menang ni anak spam sm heboh wv hrsnya gin yah klo ga keluar wrwr","1","0","Neutral"
"6352","kata mah pildun settingan harus ronaldo angkat piala","0","0","Neutral"
"6353","gara gara pildun bisa chatan sama crush gueeeuevdudj","0","0","Neutral"
"6354","pemain2 justru ngajak gabung raya nico gonzalez lo celso aguero ajak bagi skuad scaloni juara copa halang gak ikut pildun kalo udah ngerasa keluarga ada ikat meski ada gak ikut","0","0","Neutral"
"6355","emang buat tarik panas cuma pildun euro ga gila bola akun jgan tp suka nonton pildun euro dr kecil nonton bareng sm ortu jadi nonton pildun euro udh jd habit gt","0","0","Neutral"
"6356","mbappe emang keren siiii beneraaannn baru liat mbappe pas pildun","0","0","Neutral"
"6357","terus pas umur nya kayak messi dodo dapet pildun engga sat","0","0","Neutral"
"6358","lega bgt finally messi menang pildun","1","0","Neutral"
"6359","juara pildun argentina asa biasa aja mungkin pernah juara pildun beberapa kali","0","0","Neutral"
"6360","thx qatar lancar sukses bekesan piala dunia akhir tahun bagi kalang aneh soal piala dunia biasa summer juni juli benerkan prediksi argentina juara 20 tahun lalu jepang korea jadi tuan rumah pildun juara brazil","0","0","Neutral"
"6361","gk suka bola jadi gk ngikutin pildun","0","0","Neutral"
"6362","perkara pildun ngantok udh order bnyk msok","0","0","Neutral"
"6363","story ig wa twitterku isine pildun kate lok ngrameno tp ga ngerti bola","0","0","Neutral"
"6364","bangun bangun isi tl pildun menang taruh sama faka pilih prancis argentina mau siapa menang tetep traktir","0","0","Neutral"
"6365","masuk jam 06 45 bapak mau nonton siar ulang pildun","0","0","Neutral"
"6366","yedam emg paling kerennn dri maret udh bilang skrg beneran argentina menang juara pildun huaaa yedaammm waktu tepat buat muncul rilis lagu minimal christmas song juseyo","0.6","-0.1","Negative"
"6367","potret nobar pildun semalem paraahhh pecah banget vamos argentina","0","0","Neutral"
"6368","kek apa sii nonton pildun cma bangun tidur bangun tidur tok ga tau siapa ngegolin jga mana makan merem lgi gataulaa gajelas bgt","0","0","Neutral"
"6369","chenle dicariin nyata mantengin pildun anjir","0","0","Neutral"
"6370","haha story wa temen2 ttg pildun seru seru sumpah","0.3","0.2","Positive"
"6371","pildun juara lebih gembira juara","0","0","Neutral"
"6372","wqwqwq tp kek banyak jg pegang arg nyesek aja unggul pildun","0","0","Neutral"
"6373","miho nee selalu menang hati btw argentina menang pildun wkwkwk","0","0","Neutral"
"6374","2in gatau ga ngikutin awal pildun","0","0","Neutral"
"6375","ga ngikutin pildun awal si kok gemes liat edit edit lwt tl ttg argentina menang cutesss overload","0","0","Neutral"
"6376","padahal kaga perlu messi juara pildun dulu buat tau siapa baik kadang2 beberapa manusia emang punya masalah delusi susah sadar","0","0","Neutral"
"6377","yug uang pildun balik bursa senin hijau windows dressing mulai","0","0","Neutral"
"6378","siapa gapernah taruh pildun sekali taruh langsung menangg akuu","0","0","Neutral"
"6379","bangun2 isi sosmed pildun semwah","0","0","Neutral"
"6380","gas min pildun celsi lg lucu lucu","0","0","Neutral"
"6381","wong biasa aja banyak curhat raonoooooo kayak gin gak semua tau pildun bro gak semua tau","0","0","Neutral"
"6382","lanjut pildun euro ikut","0","0","Neutral"
"6383","sumpah maksud pildun tolong bgt sama final wkwkwk","1","0","Neutral"
"6384","kemaren bangun gara gara pikir doski semalem bangun pikir juara pildun sapaaaaa trus khawatir messi kalah","0","0","Neutral"
"6385","lucu banget excited nontonin final pildun ak jadi kangen pas awal suka baya","0.875","0.1875","Positive"
"6386","when awal final pildun karena bocil nub semalem bawel bgt abadi jadi kongten ygy jd member bawel gas ni bocil cr ig mama twitter","1","0","Neutral"
"6387","kirain pildun tahun flop soal awal2 sepi dikit bgt bahas sampe empat final aja kayak sepi bgt bahkan kmrn match croatia morocco aja sepi bgt makanya kaget bgt bangun tidur buka semua sosmed auto rame mbappe messi semua wkwkw","1","0","Neutral"
"6388","gara2 nobar pildun jadi keinget pas bareng","0","0","Neutral"
"6389","saking puyeng sm kerja kaga nikmatin pildun samsek yowoh","0","0","Neutral"
"6390","nonton pildun pas mlm","0","0","Neutral"
"6391","makasih pildun kamu udah buat kang taehyun aktif wkwkwk","0","0","Neutral"
"6392","pildun prancis eleh game warpath aliansi prancis tindas oge ku aliansi indonesia meski power gararede","0.4","-0.4","Negative"
"6393","it perfect ending akhir kali messi main pildun since argentina belum pernah menang pildun messi cuman kurang piala dunia buat namatin sepakbola at least messi pensiun hasil raih impi well congrats buat argentina","0.57777777777778","0.28888888888889","Positive"
"6394","pildun dah ktmu juara minimal jeon jungkook muncul muka kek nyanyi lagu dreamers","0.6","-0.1","Negative"
"6395","ga ngikutin bola cuma jadi nonton bbrp krn pildun cm semalem hibur bikin tonton deg deg an akhir tanding soal mental turut siapa mental lbh kuat siap jd juara krn yakin semua final uda best of the best","0.4","0.36","Positive"
"6396","bener2 sg semalem pildun semua woila ga ngerti bola be like","0","0","Neutral"
"6397","udah tinggal madrid konflik klub jadi runner up pildun sabar ae ada golden boot selamat hehehe","0.5","0.3","Positive"
"6398","bangun tidur liat story orang orang isi pildun semuaa ga tau apa apa cuman bisa","0","0","Neutral"
"6399","bapak keburu ga sabar nungguin lama nyari bola lepi trs bapak keluar ikut nobar pildun bale dusun bareng warga yaudah nonton sendiri saking asiknya nonton tau2 ketidurann gatau pas menit brpa ketidrannya trs trs jam set 12","0","0","Neutral"
"6400","wah pildun udah beres ga kerasaaa","0","0","Neutral"
"6401","panen meme pildun wkwkwk","0","0","Neutral"
"6402","lucu bgt anak kecil nobar pildun","0","0","Neutral"
"6403","nobar pildun semalem uda bangun bom","0","0","Neutral"
"6404","gara2 asam lambung kumat ga kuat nonton pildun smpe kelar ish","0","0","Neutral"
"6405","lha bisa jadi besok 2026 kalo norway lolos pildun halaand gendong sendiri","0","0","Neutral"
"6406","dulu bayang akhir tahun tu orang dua udah balik dr hiatus terus weverse rame soal si inisial sm hyunsuk ngomongin pildun tengah malem nimbrung sok ngerti bola","0","0","Neutral"
"6407","gak nonton pildun soal semalem mati","0","0","Neutral"
"6408","antusias nobar final pildun 2022 padat kawasan mega mas team antisipasi konvoi anarkis warta manado senin 19 12 2022 gagak hitam team bravo kateam aipda jusak panambunan callcenter112 brentijobatrosol poskopresisi polrestamanado divisihumaspolri","1","0","Neutral"
"6409","pildun ntu ap deng","0","0","Neutral"
"6410","little story abt pildun tadi malem udah standby depan tv nugas sejak abis isyaa trs pas udah jam 10 ada bapak jga mau nonton bola jadi nonton dua baru jga 20 menit nonton tv nya macet selalu ga ada sinyal alhasil pake lepi buat nnton tpi","0.5","-0.1875","Negative"
"6411","harap 8tahun bisa nntn langsung sama suami kalo ada cari sibuk moga bisa stay 4thn depan dg pildun lanjut sak","0","0","Neutral"
"6412","pildun kelar jumat balik nonton carabao cup sambut boxing day","0","0","Neutral"
"6413","ada apa dg mbappe mau paham jg tp galiat pildun","0","0","Neutral"
"6414","niat nonton pildun apa daya ain pelor","0","0","Neutral"
"6415","tdk seru pildun taun cepat lalu wehhhhhhhhhh aaaaaaaaaaa kek cuma bulan doang dehhh potong uas up jdi kek cuma hari","0","0","Neutral"
"6416","layan sewamobil rentalmobil jakarta bogor depok tangerang bekas jakartaairporttransfer indonesiaairporttransfer klik link download registrasi guna kode referal umy163 emi martinez pildun menang prancis kalah all in france wc 2022","0","0","Neutral"
"6417","gak nonton final pildun","1","0","Neutral"
"6418","kerja bangun tidur cuma scroll twitter meski ngomongin pildun gak mudeng mudeng banget sama scroll sosmed","0","0","Neutral"
"6419","2026 portugal juara pildun tp cristiano","0","0","Neutral"
"6420","game biar tongkrong gak anyep senin raul los mbappe juara dunia fifaworldcup2022 lionel andres messi menang pildun well deserved what game giroud ronaldo maradona maria haaland drake dybala greatest off all the time main arab saudi rungkad emi martinez aguero young","0.50666666666667","0.093333333333333","Positive"
"6421","hadiah fifa messi semi final udh mikir argentina juara pildun akhir messi","1","0","Neutral"
"6422","inget banget tgl 22 november pas argentina kalah lawan arab langsung uninstall semua sosmed ig twt line fb tele tiktok wa asli grgr malu sblm mulai pildun udah koar2 argentina bakal juara","0","0","Neutral"
"6423","pildun kali mbappe kok liat anak baik yak","0","0","Neutral"
"6424","nonton pildun via status wassap semua org iya semua org apdet bryan dimsum status tetap dimsum","0","0","Neutral"
"6425","suami malem subuh jaga anak nonton pildun skrg pildun udh kelar","0","0","Neutral"
"6426","alhamdulillah hujung 2022 bisa liat messi megang trophy pildun","0","0","Neutral"
"6427","goblok gara2 pildun ak hampir telat padahal kmarin bs lngsung mnang ft klo maria ganti","0","0","Neutral"
"6428","serah inti sdh punya satu trophy pildun hattrick final pildun tidak pernah jadi buat bang do bahkan messi","1","0","Neutral"
"6429","nonton pildun bareng ayang","0","0","Neutral"
"6430","pagi2 baca tweet kpopification of pildun lucubgt anjggg","0","0","Neutral"
"6431","gemes banget anak bayi nonton pildun","0","0","Neutral"
"6432","ndes bgun bgun tim full senyum po mngis pojok ki mergo pildun sender full senyum lach","0.55","0.35","Positive"
"6433","kalo mau rewatch pildun dmn gais sedih bgt semalem ga nonton dips","0","0","Neutral"
"6434","alas knp pildun taun kurang seru final byk penalty gada bg kante uas eek bljr meng ambis speedrun cp to grandmaster aamiin allah bisa cepat capai alas seru messi namatin worldcup msh byk chance buat mbappe","1","-0.26666666666667","Negative"
"6435","sama broo brharap spanyol bsa juara pildun 2026 negara favorit sejak 2010","0","0","Neutral"
"6436","serius mana mana isi pildun semua bahkan suami bahas pildun terus","0","0","Neutral"
"6437","tanya knp ga nonton pildun mohon maap gabisa bedain muka main karna muka hampir sama udah usaha nonton alhasil ngangong gatau siapa ngegoll gatau siapa menang","0.33333333333333","0.16666666666667","Positive"
"6438","nonton pildun baca tweet warga lucu2 bgt heran","0","0","Neutral"
"6439","mon map ndak ngikutin pildun","0","0","Neutral"
"6440","moga next pildun kalo nda ketua","0","0","Neutral"
"6441","kalo indo juara pildun jajar petinggi kemenpora wajib foto pegang trofi pildun","0","0","Neutral"
"6442","dah feeling argentina menangin pildun soal kelas messi blm capa jadi juara pildun doang kyknya ambis mau cetak sejarah udh 36 thn argentina blm final cmiiw","1","0","Neutral"
"6443","kasihan sama tp jg salut single fighter bwt tim sempet tinggal bs cetak gol berturut2 sama usia msh muda 23 cetak gol 8x pildun mbappe ttp hati masyarakat","0.21428571428571","-0.071428571428571","Negative"
"6444","ikut ngerasa excited sm piala dunia tahun meski tiap pildun cuman ngikutin opening closing ceremony nya aja tp vibes tahun selalu istimewa selamat argentina atas menang selamat tuan rumah qatar atas sukses","0.75","0.375","Positive"
"6445","tidur nonton pildun asa akhir pas melek penalti grats argen","0","0","Neutral"
"6446","pildun api unggun","0","0","Neutral"
"6447","senin nya siang gara gara pildun","0","0","Neutral"
"6448","harus ga kaget selamat argentina pildun 2022 mantap la awal mantengin jungkook bawain lagu opening ceremony lalu ikut nungguin tim oppa son main mantengin tim anak2 umi karna selalu lewat fyp toktok eh malah nonton sampe final","0.66666666666667","0.083333333333333","Positive"
"6449","hahahha bangun tidur semangat pertama kali tebak tebak menang pildun terus bener hahahhahahahahhaha","0","0","Neutral"
"6450","pildun jauh kutat tim tradisional bang belum ada terobos baru juara anyar","0","0","Neutral"
"6451","anj sg sw temen cowo isi nyaa pildun semua wkwkwkwkw","0","0","Neutral"
"6452","udh gkbs denger iklan hayya hayya sama arbho tv pildun sdh selesai","0","0","Neutral"
"6453","yakin banget abang2 depan toko bakal rame ama pildun","0","0","Neutral"
"6454","semua sosmed update pildun","0","0","Neutral"
"6455","hasil jokowi pimpin indonesia raul los juara dunia ronaldo rungkad fifaworldcup dybala pildun emi martinez menang","0","0","Neutral"
"6456","2hui lian sok moment tidak jadi jadi vizemeister lebih baik ketimbang kena kutu menang pildun belum bakal depak babak grup keep strong france","0.73333333333333","0.43333333333333","Positive"
"6457","langsung turu gempur nobar final pildun kkkkk fisik mental ku gakuat wesan final tangi2 kenyang berita pessi angkat trofi","0.73333333333333","-0.033333333333333","Negative"
"6458","hahah iya tpi klo udh ajak ngobrol ttg pildun ga tau apa jdi asa ga asik","0","0","Neutral"
"6459","sori ul aki njek mode pildun","0","0","Neutral"
"6460","fansclub99 ronaldo haaland juara dunia dybala emi martinez drake maria rungkad higuain de paul maradona coman madrid deschamps lautaro giroud mac allister pildun kalah benzema main menang prancis wc 2022 arsenal all in france arab saudi dodo copa america bola piala dunia","0.33333333333333","0.16666666666667","Positive"
"6461","4thn deui abi 26 feeling mah abi nntn pildun sareng anaking jimat awaking","0","0","Neutral"
